audit_no,dataset_id,project_no,bid_no,bid_base_no,package_id,notice_date,country_ko,stored_country_ko,title,stored_contract_type,scope_role,facility_type,work_type,notice_ceiling_usd,notice_ceiling_krw_raw,notice_ceiling_usd_raw,selected_area_m2,area_semantics,area_aggregation,area_confidence,area_source_file,area_source_locator,area_quote,area_candidates,selected_construction_cost_usd,amount_stage,amount_scope,tax_basis,contingency_note,amount_source_file,amount_source_locator,amount_quote,amount_confidence,record_cost_semantics,record_scope_status,same_scope_status,screening_unit_usd_m2,notice_ceiling_to_selected_gap_pct,realized_price_available,final_grade,compact_grade,verification_level,grade_detail,manual_note,legacy_reviewed_case,legacy_evidence_grade,legacy_cost_stage,legacy_grade_not_inherited,strict_attachment_review,unit_cost_allowed_use,direct_future_estimate_ready,sample_weight_notice,source_url,grade_system_version,audit_date,indexed_attachment_count,spreadsheet_count,boq_named_file_count,quantity_table_file_count,priced_table_file_count,scan_error_file_count,is_bid_base_representative,is_project_display_representative
11,2016-2020,2016-00213,L2018-00019-1,L2018-00019,2016-00213::L2018-00019,2018-10-02,라오스,라오스,라오스 한라 직업기술개발원 역량강화사업 건축 공사 설계 및 시공 일괄 입찰,공사,DESIGN_BUILD_WORKS,기타·미분류,리모델링·개보수,2063987.0,,"$ 2,063,987",6186.0,GFA_MIXED_NEW_AND_RENOVATION,SUM_6_BUILDINGS,MANUAL_CONTEXT_REVIEW,L2018-00019-1,입찰개요 문단 3,"신축 1,230+700㎡ 및 기존건물 개보수 1,122+1,350+1,560+224㎡ 합계",1230:GFA;700:GFA;1560:AMBIGUOUS_AREA;1350:AMBIGUOUS_AREA;1122:AMBIGUOUS_AREA;224:AMBIGUOUS_AREA,2063987.0,NOTICE_EXECUTION_CEILING,PROCUREMENT_CEILING_ASSUMED_WORKS,UNKNOWN,,KOICA 입찰 상세페이지,집행한도금액(달러),,METADATA_PLUS_SCOPE_REVIEW,WORKS_CEILING,MATCH,MATCH,333.65454251535726,,NO,C?,C?,V2R_HUMAN_REVIEWED_EXTRACTION,범위 일치 잠정확인; 원본 V3 확인 전 직접 사용 금지,,0,,,,0,초기 스크리닝만,0,1,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2018-00019&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,1,0,0,0,0,0,1,1
12,2016-2020,2016-00206,L2018-00020-1,L2018-00020,2016-00206::L2018-00020,2018-10-02,요르단,요르단,요르단 시리아 난민밀집지역 취약계층 아동을 위한 3개 학교 건립사업 2개 학교 시공업체 선정 입찰,공사,WORKS,학교·교육시설,신축,5497600.0,"\ 6,322,240,000","$ 5,497,600 (환율 : 1150)",7599.0,GFA,SUM_OR_MULTI,MANUAL_CURATED,L2018-00020-1/붙임_ (입찰공고) Invitation for Bids_Bid Announcement_Rev3_최종.docx,표 1 행 4,"2개 학교 연면적 합계 7,599.00㎡; 집행한도 USD 5,497,600; 명목단가 USD 723/㎡.",7599:GFA;3948:GFA;3651:AMBIGUOUS_AREA,5354000,ADVERTISED_BUDGET_CAP,BUILDING_WORKS_OR_DESIGN_BUILD,SALES_TAX_INCLUDED,,L2018-00020-1/붙임_ (입찰공고) Invitation for Bids_Bid Announcement_Rev3_최종.docx,문단 27,"The available budget for this procurement assignment is USD 5,354,000 (sales tax included)",MANUAL_SOURCE_VERIFIED,WORKS_CEILING,MATCH,MATCH,704.566390314515,2.682106836010467,NO,C,C,V3_CURATED_AREA_COST_RECHECK,동일/제한 범위 공사금액÷면적 스크리닝 근거,,1,A,공사 입찰 집행한도,YES,0,초기 스크리닝만,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2018-00020&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,1,0,0,0,0,0,1,0
13,2016-2020,2013-00007,L2018-00026-1,L2018-00026,2013-00007::L2018-00026,2018-10-07,볼리비아,볼리비아,볼리비아 엘알토 병원 3차 지원사업 시공 현지입찰,공사,WORKS,병원,미분류,4114500.0,,"$ 4,114,500",2879.23,GFA,AUTO_SELECTED_SINGLE_OR_TOTAL,AUTO_HIGH,L2018-00026-1/국문시공입찰계획서.hwp,문단 52,"- 규모: 지하 1층, 지상 4층, 연면적 2,879.23㎡",2879.23:GFA;2879.23:GFA;2879.23:GFA;2879.23:GFA;2879.23:GFA;2879.23:AMBIGUOUS_AREA;2879.23:AMBIGUOUS_AREA;1106.75:AMBIGUOUS_AREA,4114500.0,NOTICE_EXECUTION_CEILING,PROCUREMENT_CEILING_ASSUMED_WORKS,UNKNOWN,,KOICA 입찰 상세페이지,집행한도금액(달러),,METADATA_PLUS_SCOPE_REVIEW,WORKS_CEILING,MATCH,MATCH,1429.027899820438,,NO,C?,C?,V2R_HUMAN_REVIEWED_EXTRACTION,범위 일치 잠정확인; 원본 V3 확인 전 직접 사용 금지,,0,,,,0,초기 스크리닝만,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2018-00026&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,13,0,0,0,0,0,1,0
14,2016-2020,2013-00007,L2018-00025-1,L2018-00025,2013-00007::L2018-00025,2018-10-21,볼리비아,볼리비아,볼리비아 엘알토 한국병원 3차 지원사업 감리업체 선정,용역,DESIGN_OR_SUPERVISION_SERVICE,병원,미분류,199823.0,,"$ 199,823",2879.23,GFA,AUTO_SELECTED_SINGLE_OR_TOTAL,AUTO_HIGH,L2018-00025-1/국문입찰계획서.hwp,문단 123,"∙ 연면적 : 2,879.23㎡, 지하 1층/지상 4층",2879.23:GFA;2879.23:GFA;2879.23:GFA;2879.23:GFA;2879.23:GFA;2879.23:GFA;1106.75:AMBIGUOUS_AREA,,SERVICE_OR_GOODS_CEILING,DESIGN_OR_SUPERVISION_SERVICE,NOT_APPLICABLE,,KOICA 입찰 상세페이지,집행한도금액(달러),,SCOPE_REJECTED,SERVICE_FEE_OR_MIXED,NO_MATCH,NO_MATCH,,,NO,X,X,V3_SCOPE_REVIEW,설계·감리·기타 용역 집행한도는 건축공사비가 아님,,0,,,,0,계산 금지,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2018-00025&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,14,0,0,0,0,0,0,0
15,2016-2020,2013-00007,L2018-00029-1,L2018-00029,2013-00007::L2018-00029,2018-11-23,볼리비아,볼리비아,(재입찰)볼리비아 El-Alto 한국병원 3차 지원사업 시공업체선정,공사,WORKS,병원,미분류,4114500.0,,"$ 4,114,500",2879.23,GFA,SINGLE_OR_TOTAL,MANUAL_CURATED,L2018-00029-1/국문 재공고입찰계획서.hwp,문단 51,"총연면적 2,879.23㎡; 집행한도 USD 4,114,500; 명목단가 USD 1,429/㎡.",2879.23:GFA;2879.23:GFA;2879.23:GFA;2879.23:GFA;2879.23:AMBIGUOUS_AREA;2879.23:AMBIGUOUS_AREA;2879.23:AMBIGUOUS_AREA;1106.75:AMBIGUOUS_AREA,4114500,BID_LIMIT,BUILDING_WORKS_OR_DESIGN_BUILD,VAT_INCLUDED,,L2018-00029-1/국문 재공고입찰계획서.hwp,문단 95,"집행한도액 US $4,220,000 / 입찰한도액 US $4,114,500 (VAT 포함, -2.5%)",MANUAL_SOURCE_VERIFIED,WORKS_CEILING,MATCH,MATCH,1429.027899820438,0.0,NO,C,C,V3_CURATED_AREA_COST_RECHECK,동일/제한 범위 공사금액÷면적 스크리닝 근거,,1,A,공사 입찰 집행한도,YES,0,초기 스크리닝만,0,1,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2018-00029&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,13,0,0,0,0,0,1,1
16,2016-2020,2013-00007,L2018-00025-2,L2018-00025,2013-00007::L2018-00025,2018-12-14,볼리비아,볼리비아,(재입찰)볼리비아 엘알토 한국병원 3차 지원사업 감리업체 선정,용역,DESIGN_OR_SUPERVISION_SERVICE,병원,미분류,199823.0,,"$ 199,823",2879.23,GFA,AUTO_SELECTED_SINGLE_OR_TOTAL,AUTO_HIGH,L2018-00025-2/국문입찰계획서.hwp,문단 123,"∙ 연면적 : 2,879.23㎡, 지하 1층/지상 4층",2879.23:GFA;2879.23:GFA;2879.23:GFA;2879.23:GFA;2879.23:GFA;2879.23:AMBIGUOUS_AREA;2879.23:AMBIGUOUS_AREA;1106.75:AMBIGUOUS_AREA,,SERVICE_OR_GOODS_CEILING,DESIGN_OR_SUPERVISION_SERVICE,NOT_APPLICABLE,,KOICA 입찰 상세페이지,집행한도금액(달러),,SCOPE_REJECTED,SERVICE_FEE_OR_MIXED,NO_MATCH,NO_MATCH,,,NO,X,X,V3_SCOPE_REVIEW,설계·감리·기타 용역 집행한도는 건축공사비가 아님,,0,,,,0,계산 금지,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2018-00025&P_PBLANC_ODR=2,KOICA-AREA-COST-READINESS-2.0,2026-08-01,16,0,0,0,0,0,1,0
17,2016-2020,2015-00012,L2019-00010-1,L2019-00010,2015-00012::L2019-00010,2019-02-01,네팔,네팔,네팔 기술교사 역량강화를 통한 기술직업교육훈련 질적 제고 사업 IT 강의동 시공업체 선정 현지 입찰,공사,WORKS,기타·미분류,신축,1200000.0,,"$ 1,200,000",1549.83,GFA,SINGLE_OR_TOTAL,MANUAL_CURATED,L2019-00010-1/[붙임] 국문_IT 강의동 시공업체 선정 현지 입찰 계획서.hwp,문단 54,"총연면적 1,549.83㎡; 집행한도 USD 1,200,000; 명목단가 USD 774/㎡.",1549.83:GFA,1200000.0,NOTICE_EXECUTION_CEILING,BUILDING_WORKS_OR_CURATED_CONSTRUCTION_BUDGET,SEE_SOURCE,VAT 제외; 외부공사 등 포함범위 재확인,L2019-00010-1/[붙임] 국문_IT 강의동 시공업체 선정 현지 입찰 계획서.hwp,문단 54,"총연면적 1,549.83㎡; 집행한도 USD 1,200,000; 명목단가 USD 774/㎡.",MANUAL_CURATED,WORKS_CEILING,MATCH,MATCH,774.2784692514663,,NO,C,C,V3_CURATED_AREA_COST_RECHECK,동일/제한 범위 공사금액÷면적 스크리닝 근거,,1,A,공사 입찰 집행한도,YES,0,초기 스크리닝만,0,1,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2019-00010&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,1,0,0,0,0,0,1,1
18,2016-2020,2016-00202,L2019-00011-1,L2019-00011,2016-00202::L2019-00011,2019-03-07,라오스,라오스,라오스 이민국 신청사 건축 시공용역 현지입찰,공사,WORKS,정부·행정시설,신축,5600000.0,,"$ 5,600,000",5625.0,GFA,SINGLE_OR_TOTAL,MANUAL_CURATED,L2019-00011-1/01 Laos DOI_Bid Announcement Rev00_KOICA_0226.doc,문단 3,"주동 연면적 5,625.00㎡; 집행한도 USD 5,600,000; 명목단가 USD 996/㎡.",5625:GFA;66:GFA;20:GFA;5625:GFA,5600000.0,NOTICE_EXECUTION_CEILING,BUILDING_WORKS_OR_CURATED_CONSTRUCTION_BUDGET,SEE_SOURCE,부속시설 포함 가능,L2019-00011-1/01 Laos DOI_Bid Announcement Rev00_KOICA_0226.doc,문단 3,"주동 연면적 5,625.00㎡; 집행한도 USD 5,600,000; 명목단가 USD 996/㎡.",MANUAL_CURATED,WORKS_CEILING,MATCH,MATCH,995.5555555555555,,NO,C,C,V3_CURATED_AREA_COST_RECHECK,동일/제한 범위 공사금액÷면적 스크리닝 근거,,1,A,공사 입찰 집행한도,YES,0,초기 스크리닝만,0,1,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2019-00011&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,1,0,0,0,0,0,1,1
19,2016-2020,2016-00220,L2019-00041-1,L2019-00041,2016-00220::L2019-00041,2019-04-12,엘살바도르,엘살바도르,엘살바도르 동부건조지역 수계 복원력증대를 통한 기후변화대응사업('17-'20/800만불) 수자원확보 시행업체(PC) 선정,공사,NONBUILDING_OR_FALSE_AREA,기타·미분류,미분류,2080000.0,,"$ 2,080,000",,FALSE_POSITIVE_OR_WORK_ITEM,NOT_APPLICABLE,MANUAL_REJECTED,L2019-00041-1/02_1. Bidding Guideline(Water Collection and Storage)/Bidding Guideline(Water Collection and Storage)/Section05_1_Works Requirements_ENG_1903.docx,문단 291,12㎡는 빗물집수장치 지붕면적이며 건물 GFA가 아님,12:WORK_ITEM_AREA,,SERVICE_OR_GOODS_CEILING,NONBUILDING_OR_FALSE_AREA,NOT_APPLICABLE,,KOICA 입찰 상세페이지,집행한도금액(달러),,SCOPE_REJECTED,WORKS_CEILING,NO_MATCH,NO_MATCH,,,NO,X,X,V3_SCOPE_REVIEW,물품·비건축 또는 GFA 오탐으로 건축공사비 표본 제외,12㎡는 빗물집수장치 지붕면적이며 건물 GFA가 아님,0,,,,0,계산 금지,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2019-00041&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,18,0,0,0,0,0,1,0
20,2016-2020,2016-00220,L2019-00042-1,L2019-00042,2016-00220::L2019-00042,2019-04-12,엘살바도르,엘살바도르,엘살바도르 동부건조지역 수계 복원력증대를 통한 기후변화대응사업(17-20/800만불) 수자원복원 시행업체(PC) 선정,공사,NONBUILDING_OR_FALSE_AREA,기타·미분류,미분류,2080000.0,,"$ 2,080,000",,FALSE_POSITIVE_OR_WORK_ITEM,NOT_APPLICABLE,MANUAL_REJECTED,L2019-00042-1/02_1. Bidding Guideline(Water Collection and Storage)/Bidding Guideline(Water Collection and Storage)/Section05_1_Works Requirements_ENG_1903.docx,문단 291,12㎡는 빗물집수장치 지붕면적이며 건물 GFA가 아님,12:WORK_ITEM_AREA,,SERVICE_OR_GOODS_CEILING,NONBUILDING_OR_FALSE_AREA,NOT_APPLICABLE,,KOICA 입찰 상세페이지,집행한도금액(달러),,SCOPE_REJECTED,WORKS_CEILING,NO_MATCH,NO_MATCH,,,NO,X,X,V3_SCOPE_REVIEW,물품·비건축 또는 GFA 오탐으로 건축공사비 표본 제외,12㎡는 빗물집수장치 지붕면적이며 건물 GFA가 아님,0,,,,0,계산 금지,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2019-00042&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,18,0,0,0,0,0,1,0
21,2016-2020,2016-00029,L2019-00019-1,L2019-00019,2016-00029::L2019-00019,2019-05-14,네팔,네팔,네팔 카트만두대학 둘리켈 캠퍼스 내 “네팔기술혁신센터 건립사업” 설계 및 감리업체 선정 현지입찰 계획(안),용역,DESIGN_OR_SUPERVISION_SERVICE,기타·미분류,신축,228000.0,,"$ 228,000",3024.0,GFA,AUTO_SELECTED_SINGLE_OR_TOTAL,AUTO_HIGH,"L2019-00019-1/첨부1. (국문) 기술혁신센터건립’ 조달계약팀, 서남아태평양실, 기술평가팀 ᄀ.hwp",문단 58,"건축 연면적 3,024 M2",3024:GFA;3024:GFA;3024:GFA;3024:GFA;3024:GFA;3024:GFA;3000:QUALIFICATION;3000:QUALIFICATION;3000:QUALIFICATION;3000:QUALIFICATION;3000:QUALIFICATION;3000:QUALIFICATION,,SERVICE_OR_GOODS_CEILING,DESIGN_OR_SUPERVISION_SERVICE,NOT_APPLICABLE,,KOICA 입찰 상세페이지,집행한도금액(달러),,SCOPE_REJECTED,SERVICE_FEE_OR_MIXED,NO_MATCH,NO_MATCH,,,NO,X,X,V3_SCOPE_REVIEW,설계·감리·기타 용역 집행한도는 건축공사비가 아님,,0,,,,0,계산 금지,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2019-00019&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,25,0,0,0,0,0,1,0
22,2016-2020,2017-07115,L2019-00021-1,L2019-00021,2017-07115::L2019-00021,2019-05-15,우즈베키스탄,가나,우즈베키스탄 페르가나 직업훈련원 건립 신축공사 시공업체 선정 현지입찰,공사,WORKS,학교·교육시설,신축,5350000.0,,"$ 5,350,000",5455.0,GFA,SINGLE_OR_TOTAL,MANUAL_CURATED,L2019-00021-1/KOICA_우즈베키스탄 페르가나 직업훈련원 건립사업 시공업체 현지입찰공고 (국문).pdf,페이지 1,"총연면적 5,455.00㎡; 집행한도 USD 5,350,000; 명목단가 USD 981/㎡.",18999:GFA;5455:GFA,5350000.0,NOTICE_EXECUTION_CEILING,BUILDING_WORKS_OR_CURATED_CONSTRUCTION_BUDGET,SEE_SOURCE,,L2019-00021-1/KOICA_우즈베키스탄 페르가나 직업훈련원 건립사업 시공업체 현지입찰공고 (국문).pdf,페이지 1,"총연면적 5,455.00㎡; 집행한도 USD 5,350,000; 명목단가 USD 981/㎡.",MANUAL_CURATED,WORKS_CEILING,MATCH,MATCH,980.7516040329973,,NO,C,C,V3_CURATED_AREA_COST_RECHECK,동일/제한 범위 공사금액÷면적 스크리닝 근거,,1,A,공사 입찰 집행한도,YES,0,초기 스크리닝만,0,1,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2019-00021&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,1,0,0,0,0,0,1,1
23,2016-2020,2015-00011,L2019-00024-1,L2019-00024,2015-00011::L2019-00024,2019-06-28,스리랑카,스리랑카,스리랑카 기술계 교사양성 및 재교육 사업 현지시공 국제입찰,공사,WORKS,기타·미분류,신축,7300000.0,,"$ 7,300,000",12974.0,GFA,SINGLE_OR_TOTAL,MANUAL_CURATED,L2019-00024-1/BIDDING NOTICE.docx,표 2 행 3,"총연면적 12,974.00㎡; 집행한도 USD 7,300,000; 명목단가 USD 563/㎡.",12974:GFA;12974:GFA;12974:GFA;12974:GFA;12974:GFA;2000:GFA;2000:GFA;2000:GFA;6480:AMBIGUOUS_AREA;6480:AMBIGUOUS_AREA;2000:AMBIGUOUS_AREA;2000:AMBIGUOUS_AREA,7161000,BASIC_ESTIMATED_PRICE,BUILDING_WORKS_OR_DESIGN_BUILD,UNKNOWN,,L2019-00024-1/BIDDING NOTICE.docx,표 2 행 6,"Basic/advertised construction amount USD 7,161,000; detail execution ceiling USD 7,300,000",MANUAL_SOURCE_VERIFIED,WORKS_CEILING,MATCH,MATCH,551.950053954062,1.9410696830051588,NO,C,C,V3_CURATED_AREA_COST_RECHECK,동일/제한 범위 공사금액÷면적 스크리닝 근거,,1,A,공사 입찰 집행한도,YES,0,초기 스크리닝만,0,1,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2019-00024&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,30,2,3,0,0,0,1,1
24,2016-2020,2016-00220,L2019-00040-1,L2019-00040,2016-00220::L2019-00040,2019-07-19,엘살바도르,엘살바도르,엘살바도르 동부건조지역 수계 복원력증대를 통한 기후변화대응사업(17-20/800만불) 산림복원 시행업체(PC) 선정,공사,NONBUILDING_OR_FALSE_AREA,기타·미분류,미분류,752000.0,,"$ 752,000",,FALSE_POSITIVE_OR_WORK_ITEM,NOT_APPLICABLE,MANUAL_REJECTED,L2019-00040-1/(붙임)입찰안내서_영문/ENG_Comp3_05_Works Requirements.docx,표 5 행 10,3.1416㎡는 식재 1주 주변 청소면적이며 GFA가 아님,267:AMBIGUOUS_AREA;879.65:WORK_ITEM_AREA;3.1416:WORK_ITEM_AREA;3.1416:WORK_ITEM_AREA,,SERVICE_OR_GOODS_CEILING,NONBUILDING_OR_FALSE_AREA,NOT_APPLICABLE,,KOICA 입찰 상세페이지,집행한도금액(달러),,SCOPE_REJECTED,WORKS_CEILING,NO_MATCH,NO_MATCH,,,NO,X,X,V3_SCOPE_REVIEW,물품·비건축 또는 GFA 오탐으로 건축공사비 표본 제외,3.1416㎡는 식재 1주 주변 청소면적이며 GFA가 아님,0,,,,0,계산 금지,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2019-00040&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,18,0,0,0,0,0,0,0
25,2016-2020,2015-00006,L2019-00034-1,L2019-00034,2015-00006::L2019-00034,2019-08-07,에티오피아,에티오피아,에티오피아 오로미아주 모자보건 및 가족계획 역량 강화사업 헤토사 1차 병원 설계 및 시공 감리 용역,용역,DESIGN_OR_SUPERVISION_SERVICE,병원,미분류,189600.0,,"$ 189,600",3997.0,GFA,AUTO_SELECTED_SINGLE_OR_TOTAL,AUTO_HIGH,L2019-00034-1/(붙임4) 입찰제안서 및 부속서류 각 1부/04_Chapter_4._Invitation_to_Bid_1.docx,표 1 행 2,"ices | 1. Project Location: Iteya, Hetosa Woreda, Arsi Zone, Oromia Region, Ethiopia. 2. Site Area: 1.84 Ha (1,840 m2) 3. Total Floor Area: 3,997 m2 4. Scope of Work : Design Consultant Service and Construction Supervi",3997:GFA;3997:GFA;3997:AMBIGUOUS_AREA;2994:AMBIGUOUS_AREA;967:AMBIGUOUS_AREA;36:AMBIGUOUS_AREA;1840:SITE_AREA,,SERVICE_OR_GOODS_CEILING,DESIGN_OR_SUPERVISION_SERVICE,NOT_APPLICABLE,,KOICA 입찰 상세페이지,집행한도금액(달러),,SCOPE_REJECTED,SERVICE_FEE_OR_MIXED,NO_MATCH,NO_MATCH,,,NO,X,X,V3_SCOPE_REVIEW,설계·감리·기타 용역 집행한도는 건축공사비가 아님,,0,,,,0,계산 금지,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2019-00034&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,22,0,0,0,0,0,1,0
26,2016-2020,2015-00006,L2019-00037-1,L2019-00037,2015-00006::L2019-00037,2019-08-11,에티오피아,에티오피아,에티오피아 오로미아주 모자보건 및 가족계획 1차 병원 건립 설계 및 시공감리 용역업체 선정 현지입찰,용역,DESIGN_OR_SUPERVISION_SERVICE,병원,신축,189600.0,"\ 208,560,000","$ 189,600 (환율 : 1100)",3997.0,GFA,AUTO_SELECTED_SINGLE_OR_TOTAL,AUTO_HIGH,L2019-00037-1/Invitation.docx,문단 19,"• Site Area: 1.84 Ha (1,840 m2) / Total Floor Area: 3,997 m2",3997:GFA;1840:SITE_AREA,,SERVICE_OR_GOODS_CEILING,DESIGN_OR_SUPERVISION_SERVICE,NOT_APPLICABLE,,KOICA 입찰 상세페이지,집행한도금액(달러),,SCOPE_REJECTED,SERVICE_FEE_OR_MIXED,NO_MATCH,NO_MATCH,,,NO,X,X,V3_SCOPE_REVIEW,설계·감리·기타 용역 집행한도는 건축공사비가 아님,,0,,,,0,계산 금지,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2019-00037&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,1,0,0,0,0,0,1,0
27,2016-2020,2016-00220,L2019-00040-2,L2019-00040,2016-00220::L2019-00040,2019-09-11,엘살바도르,엘살바도르,엘살바도르 동부건조지역 수계 복원력증대를 통한 기후변화대응사업(17-20/800만불) 산림복원 시행업체(PC) 선정,공사,NONBUILDING_OR_FALSE_AREA,기타·미분류,미분류,752000.0,,"$ 752,000",,FALSE_POSITIVE_OR_WORK_ITEM,NOT_APPLICABLE,MANUAL_REJECTED,L2019-00040-2/입찰안내서_영문/ENG_Comp3_05_Works Requirements.docx,표 5 행 10,3.1416㎡는 식재 1주 주변 청소면적이며 GFA가 아님,267:AMBIGUOUS_AREA;879.65:WORK_ITEM_AREA;3.1416:WORK_ITEM_AREA;3.1416:WORK_ITEM_AREA,,SERVICE_OR_GOODS_CEILING,NONBUILDING_OR_FALSE_AREA,NOT_APPLICABLE,,KOICA 입찰 상세페이지,집행한도금액(달러),,SCOPE_REJECTED,WORKS_CEILING,NO_MATCH,NO_MATCH,,,NO,X,X,V3_SCOPE_REVIEW,물품·비건축 또는 GFA 오탐으로 건축공사비 표본 제외,3.1416㎡는 식재 1주 주변 청소면적이며 GFA가 아님,0,,,,0,계산 금지,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2019-00040&P_PBLANC_ODR=2,KOICA-AREA-COST-READINESS-2.0,2026-08-01,18,0,0,0,0,0,1,1
28,2016-2020,2016-00206,L2019-00043-1,L2019-00043,2016-00206::L2019-00043,2019-10-17,요르단,요르단,요르단 시리아 난민 밀집지역 취약계층 아동을 위한 3개 학교 건립사업 자르카 학교 시공사 선정 입찰,공사,WORKS,학교·교육시설,신축,2654320.0,,"$ 2,654,320",3944.3,GFA,SINGLE_OR_TOTAL,MANUAL_CURATED,L2019-00043-1/입찰공고문_3개 학교사업 자르카 학교 시공사 선정 입찰공고.pdf,페이지 1,"총연면적 3,944.30㎡; 집행한도 USD 2,654,320; 명목단가 USD 673/㎡.",3944.3:GFA,2654320.0,NOTICE_EXECUTION_CEILING,BUILDING_WORKS_OR_CURATED_CONSTRUCTION_BUDGET,SEE_SOURCE,,L2019-00043-1/입찰공고문_3개 학교사업 자르카 학교 시공사 선정 입찰공고.pdf,페이지 1,"총연면적 3,944.30㎡; 집행한도 USD 2,654,320; 명목단가 USD 673/㎡.",MANUAL_CURATED,WORKS_CEILING,MATCH,MATCH,672.9508404533124,,NO,C,C,V3_CURATED_AREA_COST_RECHECK,동일/제한 범위 공사금액÷면적 스크리닝 근거,,1,A,공사 입찰 집행한도,YES,0,초기 스크리닝만,0,1,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2019-00043&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,1,0,0,0,0,0,1,1
29,2016-2020,2014-00031,L2019-00044-1,L2019-00044,2014-00031::L2019-00044,2019-11-01,엘살바도르,엘살바도르,"엘살바도르 치안강화를 위한 차량 자동인식시스템 구축사업, CCTV 역량강화센터 2층 리모델링 시공업체 선정",공사,WORKS,학교·교육시설,리모델링·개보수,235960.0,"\ 259,556,154","$ 235,960 (환율 : 1100)",,FALSE_POSITIVE_OR_WORK_ITEM,NOT_APPLICABLE,MANUAL_REJECTED,L2019-00044-1/입찰안내서(영문).pdf,페이지 117,검출 4㎡는 기술규격의 도장 표면 문맥; 리모델링 GFA 미확인,4:WORK_ITEM_AREA,235960.0,NOTICE_EXECUTION_CEILING,PROCUREMENT_CEILING_ASSUMED_WORKS,UNKNOWN,,KOICA 입찰 상세페이지,집행한도금액(달러),,METADATA_PLUS_SCOPE_REVIEW,WORKS_CEILING,NO_MATCH,NO_MATCH,,,NO,U,U,V3_SCOPE_REVIEW,공사 후보이나 유효 GFA 또는 같은 범위 금액이 없음,검출 4㎡는 기술규격의 도장 표면 문맥; 리모델링 GFA 미확인,0,,,,0,계산 금지,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2019-00044&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,1,0,0,0,0,0,1,1
